"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
341550,"Super Cyborg","2015-07-08","Artur Games;Music by Darkman007","Artur Games",400,45,0,0,3.99,445
341710,"Crest - an indirect god sim","2018-03-08","Eat Create Sleep","Eat Create Sleep",200,69,37,37,6.99,269
341730,"Dustoff Heli Rescue","2015-03-06","Invictus Games Ltd.","Invictus Games Ltd.",291,52,0,0,2.89,343
341800,"Keep Talking and Nobody Explodes","2015-10-08","Steel Crate Games","Steel Crate Games",5745,115,196,251,10.99,5860
341860,"SickBrick","2015-01-30","Maxwolf;Fox","Maxwolf;Fox",120,91,0,0,14.99,211
341870,"TEMBO THE BADASS ELEPHANT","2015-07-21","Game Freak","SEGA",325,110,0,0,9.99,435
341940,"Hatred","2015-06-01","Destructive Creations","Destructive Creations",5473,1560,206,206,4.79,7033
341950,"Lux Delux","2015-05-01","Sillysoft Games","Sillysoft Games",175,55,79,79,6.99,230
341980,"Dispatcher","2015-11-12","CivilSavages","Siberian Digital",443,349,287,288,3.19,792
342020,"BiT Evolution","2015-06-09","Major Games","Major Games",85,61,0,0,6.99,146
342180,"Arizona Sunshine","2016-12-06","Vertigo Games;Jaywalkers Interactive","Vertigo Games",3164,550,128,128,29.99,3714
342190,"Skyworld","2017-10-17","Vertigo Games;Wolfdog Interactive","Vertigo Games",127,28,0,0,23.79,155
342230,"Air Guardians","2015-01-28","Lazy Bum Games","Lazy Bum Games",70,87,0,0,0.79,157
342260,"Nevermind","2015-09-29","Flying Mollusk","Flying Mollusk",241,82,0,0,15.49,323
342300,"Zombie Kill of the Week - Reborn","2015-03-13","Still Running","Merge Games;Tagstar Games",736,63,0,0,4.99,799
342310,"RIOT: Civil Unrest","2019-02-12","Leonard Menchiari;IV Productions","Merge Games",541,244,32,32,12.99,785
342350,"Into The Gloom","2015-04-07","earrgames","Flying Interactive",138,35,0,0,1.99,173
342380,"Sakura Angels","2015-01-16","Winged Cloud","Winged Cloud",1759,307,688,1147,6.99,2066
342490,"Shipwreck","2015-02-13","Brushfire Games","Brushfire Games",144,29,0,0,1.99,173
342550,"Phantasmal: Survival Horror Roguelike","2016-04-14","Eyemobi Ltd.","Eyemobi Ltd.",117,82,0,0,10.99,199
342560,"Airships: Conquer the Skies","2018-08-16","David Stark","David Stark",2066,111,218,218,11.39,2177
342580,"12 Labours of Hercules","2015-03-23","Jetdogs Studios;Zoom Out Games","Jetdogs Studios",2391,156,298,349,1.99,2547
342610,"HyperRogue","2015-01-16","Zeno Rogue","Zeno Rogue",206,14,0,0,3.99,220
342620,"It came from space, and ate our brains","2015-03-19","Triangle Studios","Triangle Studios",361,71,0,0,6.99,432
342630,"Witch's Pranks: Frog's Fortune Collector's Edition","2015-01-15","Shaman Games Studio","Shaman Games Studio",114,22,0,0,4.99,136
342640,"Pixel Privateers","2017-02-21","Quadro Delta","Re-Logic",614,232,0,0,10.99,846
342940,"Project: Gorgon","2018-03-12","Elder Game, LLC","Elder Game, LLC",594,107,0,0,30.99,701
342970,"Pixel Survivors","2016-05-05","Sachonski;Renamilanesi;Sith","Patagoniart",155,84,270,281,2.79,239
342990,"15 Days","2015-04-01","House of Tales","HandyGames",34,67,0,0,8.99,101
343070,"World of Subways 4 – New York Line 7","2015-03-23","TML-Studios","Aerosoft GmbH",114,93,0,0,13.5,207
343090,"SimpleRockets","2015-06-03","Jundroo, LLC","Jundroo, LLC",231,38,636,636,5.59,269
343100,"Overture","2015-02-02","Black Shell Games","Black Shell Media",869,236,419,529,3.99,1105
343180,"Top Trumps Turbo","2015-03-20","Good Day Games;NYX Digital","Funbox Media Ltd",64,123,0,0,2.09,187
343270,"Disillusions Manga Horror","2015-01-16","StephenAllen","StephenAllen",306,222,158,158,0.79,528
343280,"Zotrix","2015-07-24","ZeroBit Games","Ocean Media LLC",120,69,325,329,9.99,189
343340,"Tiamat X","2015-05-29","BBQ Games","BBQ Games",38,63,178,240,1.59,101
343360,"Particula","2015-02-02","Microblast Games","Microblast Games",1344,622,281,339,0.79,1966
343390,"Elementary My Dear Majesty!","2015-04-16","Alawar Dreamdale","Alawar Entertainment",99,43,0,0,0.79,142
343440,"Crash Drive 2","2015-05-28","M2H","M2H",625,101,371,470,3.99,726
343560,"Bob Was Hungry","2015-08-19","Shorebound Studios","Shorebound Studios",384,52,14,14,6.99,436
343710,"Kholat","2015-06-09","IMGN.PRO","IMGN.PRO",2593,1188,276,303,14.99,3781
343840,"Trash TV","2015-02-23","Lawrence Russell","Reverb Triple XP",100,9,0,0,5.69,109
343860,"Tacoma","2017-08-01","Fullbright","Fullbright",2051,352,132,19,14.99,2403
343930,"Fort Defense","2015-05-22","Creobit","8Floor",144,59,317,332,3.99,203
344040,"Voxelized","2017-04-05","Lord Kres","Lord Kres",1171,2461,191,187,2.79,3632
344130,"Cataegis : The White Wind","2015-09-25","Acido Cinza","KISS ltd",236,115,299,322,3.99,351
344230,"Pixel Puzzles 2: Birds","2015-02-20","DL Softworks","DL Softworks",177,52,271,277,6.99,229
344240,"Man O' War: Corsair - Warhammer Naval Battles","2017-04-19","Evil Twin Artworks","Evil Twin Artworks",374,206,0,0,22.99,580
344300,"Heckabomb","2015-02-27","Allicorn Games","KISS ltd",171,92,216,216,4.99,263
344340,"Front Office Football Seven","2015-02-04","Solecismic Software","Solecismic Software",103,23,0,0,11.39,126
344410,"Magnetic: Cage Closed","2015-05-26","Guru Games","Good Shepherd Entertainment",183,87,0,0,11.99,270
344440,"Sacra Terra: Angelic Night","2015-07-02","Alawar Entertainment","Alawar Entertainment",193,29,0,0,1.99,222
344480,"Quell","2015-05-14","Fallen Tree Games Ltd","Green Man Gaming Publishing",214,3,207,207,2.89,217
344500,"Three Fourths Home: Extended Edition","2015-03-20","[bracket]games","Digerati Distribution",106,63,190,190,3.99,169
344630,"Princess Evangile All Ages Version","2015-03-27","MOONSTONE","MangaGamer",170,19,252,252,26.99,189
344740,"CRYPTARK","2017-06-20","Alientrap","Alientrap",621,112,0,0,10.99,733
344760,"Reign Of Kings","2015-12-15","Code}{atch","Code}{atch",8076,5997,3498,3322,7.19,14073
344770,"fault - milestone two side:above","2015-09-08","ALICE IN DISSONANCE","Sekai Project",1886,42,307,307,10.99,1928
344800,"World of Mixed Martial Arts 3","2015-03-19","Grey Dog Software","Viva Media",83,34,0,0,14.99,117
344810,"Total Extreme Wrestling 2010","2015-03-19","Grey Dog Software","Viva Media",81,27,0,0,11.39,108
344820,"Forsaken Fortress Strategy","2015-09-18","Photon Arena","KISS ltd",69,117,0,0,6.99,186
344840,"Gratuitous Space Battles 2","2015-04-16","Positech Games","Positech Games",102,131,0,0,6.99,233
344850,"Big Pharma","2015-08-27","Twice Circled","Positech Games",1033,336,647,1127,18.99,1369
344860,"Crystal Story II","2015-02-06","Emmanuel Salva Cruz","Emmanuel Salva Cruz",205,16,0,0,2.09,221
344910,"Sun Blast: Star Fighter","2015-04-02","OBLONE Software","EQ Games",371,225,200,226,0.79,596
345010,"Ascent - The Space Game","2016-04-11","Fluffy Kitten Studios","Fluffy Kitten Studios",217,93,0,0,14.99,310
345060,"Stay Alight","2015-03-02","Wyse Games","Wyse Games",147,33,369,369,2.79,180
345080,"Flame Over","2015-05-28","Laughing Jackal LTD","Ghostlight LTD",104,37,0,0,8.99,141
345090,"Ancient Planet Tower Defense","2015-02-03","Moonlight Mouse","Moonlight Mouse",365,88,0,0,4.79,453
345120,"Vox Populi Vox Dei 2","2015-03-17","Great Cogs","Great Cogs",372,53,0,0,1.99,425
345130,"Dark Matter","2015-02-27","Meridian4","Meridian4",75,50,0,0,3.99,125
345140,"Crystal Rift","2016-03-30","Psytec Games Ltd","Psytec Games Ltd",68,48,46,46,6.99,116
345180,"Victor Vran ARPG","2015-07-24","Haemimont Games","EuroVideo Medien",4194,577,306,306,15.99,4771
345200,"Tasty Blue","2015-02-10","Dingo Games","Dingo Games",292,31,0,0,4.79,323
345220,"Agent Awesome","2015-02-17","Chaos Industries","KISS ltd",474,276,246,303,1.69,750
345240,"SHOGUN: Total War™ - Collection","2015-06-25","CREATIVE ASSEMBLY","SEGA",204,55,0,0,6.99,259
345260,"Medieval: Total War™ - Collection","2015-06-25","CREATIVE ASSEMBLY","SEGA",437,216,103,185,6.99,653
345330,"Eden Rising: Supremacy","2018-05-17","Nvizzio Creations;Meridian4","The Wall Productions Inc.",170,50,0,0,12.99,220
345350,"LIGHTNING RETURNS™: FINAL FANTASY® XIII","2015-12-10","Square Enix","Square Enix",2135,527,2639,2639,12.99,2662
345430,"The Cursed Forest","2019-02-26","KPy3O;Noostyche","Noostyche",279,34,0,0,6.99,313
345440,"Vapour","2015-07-03","Skobbejak Games","Skobbejak Games",59,83,366,386,6.99,142
345540,"Inbetween Land","2015-02-19","Specialbit Studio","Specialbit Studio",101,27,0,0,4.99,128
345580,"Universal Combat CE","2015-02-06","3000AD","3000AD",103,149,0,0,6.99,252
345610,"The Fruit of Grisaia","2015-05-29","Frontwing","Frontwing USA",692,37,4187,4187,29.99,729
345660,"RIDE","2015-03-27","Milestone S.r.l.","Milestone S.r.l.",1053,361,0,0,14.99,1414
345700,"Echo Tokyo: An Intro","2016-01-27","Echo Tokyo Games","Dharker Studio",91,47,0,0,1.69,138
345750,"Idol Hands","2015-02-18","Pocket Games;Fluid Games;GodSpeed Games","Green Man Gaming Publishing",55,65,317,317,3.99,120
345820,"Shantae and the Pirate's Curse","2015-04-23","WayForward","WayForward",1477,99,434,550,14.99,1576
345860,"Super Galaxy Squadron EX Turbo","2015-01-23","Synset","New Blood Interactive",199,36,135,211,7.19,235
345920,"The Note","2015-07-23","ArtemizGame","ArtemizGame",87,241,243,255,3.19,328
346010,"Besiege","2015-01-28","Spiderling Studios","Spiderling Studios",25880,1364,644,310,6.99,27244
346040,"Joe's Diner","2015-03-31","VIS-Games","United Independent Entertainment GmbH",56,106,0,0,5.59,162
346110,"ARK: Survival Evolved","2017-08-27","Studio Wildcard;Instinct Games;Efecto Studios;Virtual Basement LLC","Studio Wildcard",145035,66603,14154,1470,44.99,211638
346140,"Hidden Object Bundle 5 in 1","2015-02-26","Alawar Entertainment","Alawar Entertainment",72,42,0,0,6.99,114
346180,"David.","2015-02-16","Fermenter Games","Fermenter Games",572,154,137,240,1.59,726
346210,"Garden Rescue","2015-02-02","Rainbow Games","Rainbow Games",86,25,213,219,2.79,111
346420,"The Spatials","2015-03-30","Weird and Wry","Weird and Wry",196,69,0,0,6.99,265
346460,"Vector 36","2017-01-25","Red River Studio","Red River Studio",151,38,0,0,19.49,189
346470,"Tennis Elbow 2013","2015-03-13","Mana Games","Mana Games",317,30,0,0,19.49,347
346560,"Hero of the Kingdom II","2015-02-20","Lonely Troops","Lonely Troops",1409,84,402,402,5.59,1493
346630,"Plazma Being","2015-02-09","Felix Wunderlich","Felix Wunderlich",284,85,216,216,1.59,369
346730,"GOCCO OF WAR","2015-11-17","peakvox;O-TWO inc.","AGM PLAYISM",829,106,0,0,14.99,935
346810,"Marble Age","2015-03-04","Clarus Victoria","Clarus Victoria",453,86,0,0,4.79,539
346830,"FINAL FANTASY IV: THE AFTER YEARS","2015-05-11","Square Enix","Square Enix",160,96,0,0,10.99,256
346850,"Chip's Challenge 1","2015-05-28","Niffler Ltd.","Niffler Ltd.",315,34,0,0,1.69,349
346940,"Shadowrun: Hong Kong - Extended Edition","2015-08-20","Harebrained Schemes","Paradox Interactive",2235,380,438,767,14.99,2615
346950,"The Dark Stone from Mebara","2015-02-27","Jerseyware Gaming","KISS ltd",103,62,236,213,5.99,165
346970,"OBEY","2015-05-21","Dez","The Lo-Fi Apocalypse, Inc.",263,38,0,0,10.99,301
347000,"InnerSpace","2018-01-16","PolyKnight Games","Aspyr",87,44,0,0,14.99,131
347030,"The Bluecoats: North vs South","2015-02-02","Little World Studio","Microids",116,145,0,0,3.99,261
347160,"Steredenn","2015-10-01","Pixelnest Studio","Pixelnest Studio;Plug In Digital",597,88,145,145,9.99,685
347170,"Combat Air Patrol 2: Military Flight Simulator","2016-06-06","Sim155 Limited","Sim155 Limited",102,88,0,0,22.99,190
347290,"Rise & Shine","2017-01-13","Super Mega Team","Adult Swim Games",465,210,288,288,10.99,675
347400,"001 Game Creator","2015-07-13","SoftWeir Inc.","SoftWeir Inc.",105,24,0,0,46.49,129
347430,"Frankenstein: Master of Death","2015-03-09","Jetdogs Studios;Fineway Studios","Jetdogs Studios",1467,279,212,226,3.99,1746
347440,"Pneuma: Breath of Life","2015-02-27","Deco Digital;Bevel Studios","Deco Digital",118,51,0,0,15.99,169
347510,"Rats - Time is running out!","2015-08-19","Citeremis Inc.","Citeremis Inc.",244,32,165,165,3.99,276
347560,"Terra Incognita ~ Chapter One: The Descendant","2015-02-03","Back To Basics Gaming","Back To Basics Gaming",678,330,218,219,0.79,1008
347590,"Heroes of Hellas 3: Athens","2015-03-12","Alawar Entertainment","Alawar Entertainment",101,7,0,0,1.99,108
347600,"Total Miner","2017-12-23","Studio Forge Ltd","Studio Forge Ltd",273,86,0,0,2.09,359
347610,"Hidden Object Bundle 4 in 1","2015-10-06","Alawar Entertainment","Alawar Entertainment",144,10,0,0,5.59,154
347620,"Gaokao.Love.100Days","2015-05-30","高考恋爱委员会","NVLMaker",4592,215,173,322,6.99,4807
347670,"Karate Master 2 Knock Down Blow","2015-03-20","Crian Soft","Milestone S.r.l.",394,74,189,189,7.99,468
347710,"Perils of Man","2015-04-28","IF Games;Vertigo Games","Vertigo Games",125,31,0,0,6.99,156
347720,"Soda Drinker Pro","2016-04-13","Snowrunner Games","Snowrunner Games",261,23,0,0,3.99,284
347830,"Fairy Fencer F","2015-08-04","Idea Factory;Compile Heart","Idea Factory International",1997,208,229,229,15.49,2205
347940,"Forsaken Isle","2015-02-06","Smoodlez","Smoodlez",206,110,0,0,5.49,316
348020,"Bloodbath Kavkaz","2015-04-20","Dagestan Technology","Dagestan Technology",2087,997,341,370,3.19,3084
348200,"Nimble Writer","2015-04-21","Nimble Tools","Nimble Tools",249,41,0,0,6.99,290
348240,"Gun Wings","2015-12-08","Mercury Stone;Angels Blue Digital Entertainment;DigitalEZ","DigitalEZ",190,32,0,0,2.79,222
348270,"Social Justice Warriors","2015-02-27","Nonadecimal Creative","Nonadecimal Creative",57,51,0,0,5.79,108
348290,"Hospital Manager","2015-03-25","CCCP","Microids Indie",87,109,0,0,3.99,196
348340,"Siege Wars","2015-07-30","RunServer","RunServer",91,39,0,0,1.59,130
348360,"Doodle God","2015-09-24","JoyBits Ltd.","JoyBits Ltd.",491,154,363,363,8.99,645
348380,"The Interview","2015-02-04","Anothink","Anothink",45,107,0,0,1.59,152
348450,"Lex Mortis","2015-02-09","Dennis Esie","Dennis Esie",66,73,209,211,3.99,139
348460,"Bierzerkers","2016-02-25","Shield Break Studios","Shield Break Studios",262,297,12,15,3.99,559
348470,"SAMURAI WARRIORS 4-II","2015-09-29","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",757,215,0,0,39.99,972
348490,"Beyond Sol","2015-10-13","Praxia Entertainment Inc","Praxia Entertainment Inc",129,32,0,0,6.99,161
348510,"Autobahn Police Simulator","2015-08-26","Z-Software","Aerosoft GmbH",173,322,2284,2284,8.99,495
348540,"Divine Slice of Life","2015-10-22","NickySwan","Dharker Studio",182,79,284,284,7.19,261
348550,"GUILTY GEAR XX ACCENT CORE PLUS R","2015-05-26","Arc System Works","Arc System Works",658,65,0,0,10.99,723
348710,"Saint Seiya: Soldiers' Soul","2015-11-24","DIMPS","BANDAI NAMCO Entertainment",1588,152,0,0,39.99,1740
348730,"Abyss Raiders: Uncharted","2015-04-30","DarkStar Games","DarkStar Games",52,73,271,274,3.99,125
348790,"Wooden Floor","2015-02-13","pheenix93","pheenix93",101,88,0,0,1.69,189
348820,"FIM Speedway Grand Prix 15","2015-11-30","SoftPlanet","SoftPlanet",210,21,1225,1225,19.99,231
348870,"Night Mysteries: The Amphora Prisoner","2015-02-26","Anvate Games","Anvate Games",69,40,227,227,1.69,109
348950,"Ame no Marginal -Rain Marginal-","2015-07-07","stage-nana","Sekai Project",274,50,173,271,9.99,324
349040,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 4","2016-02-04","CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment",17336,3456,767,635,24.99,20792
349140,"Corrosion: Cold Winter Waiting [Enhanced Edition]","2015-07-01","Viperante","Viperante",110,47,0,0,5.59,157
349220,"The Black Watchmen","2015-08-27","Alice & Smith","Alice & Smith",489,49,110,110,7.19,538
349250,"Copy Kitty","2018-04-19","Nuclear Strawberry","Degica",147,2,0,0,11.39,149
349320,"The Rainy Port Keelung 雨港基隆","2015-03-30","Erotes studio","Erotes studio",281,40,364,364,18.99,321
349440,"The Undying Plague","2015-04-10","Pixel Theory Games","Pixel Theory Games",60,84,343,343,0.79,144
349500,"Cubicle Quest","2015-02-25","Ian Isaro","GrabTheGames",451,144,276,391,2.99,595
349680,"Supercharged Robot VULKAISER","2015-06-04","ASTRO PORT","Nyu Media",213,11,0,0,3.99,224
349790,"Galaxy of Pen & Paper +1","2017-07-27","Behold Studios","Behold Studios",127,38,83,83,11.39,165
350010,"Time Mysteries: Inheritance - Remastered","2015-02-26","Artifex Mundi","Artifex Mundi",241,299,292,292,6.99,540
350070,"Environmental Station Alpha","2015-04-22","Arvi Teikari;Roope Mäkinen","Hempuli Oy",518,53,239,239,5.59,571
350080,"Wolfenstein: The Old Blood","2015-05-04","MachineGames","Bethesda Softworks",6627,862,245,276,14.99,7489
350110,"TransOcean 2: Rivals","2016-05-10","Deck13 Hamburg","astragon Entertainment ",200,230,0,0,22.49,430
350150,"Scraps: Modular Vehicle Combat","2015-07-07","Moment Studio","Moment Studio",99,33,0,0,9.99,132
350220,"Dead Sea","2015-03-25","Phoenix Studio","KISS ltd;Phoenix Studio",86,211,0,0,3.99,297
350310,"BLADESTORM: Nightmare","2015-05-28","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",177,118,0,0,49.99,295
350500,"Fly in the House","2015-03-06","Mykhail Konokh","Mykhail Konokh",77,80,272,281,6.99,157
350530,"Airport Firefighters - The Simulation","2015-05-13","Visual Imagination Software GbR","rondomedia GmbH ",57,90,0,0,13.49,147
350600,"BIOS","2016-12-13","PIXYUL","PIXYUL",123,63,42,42,10.99,186
350640,"Sherlock Holmes: The Devil's Daughter","2016-06-10","Frogwares","Bigben Interactive",2299,812,216,429,29.99,3111
350740,"The Bug Butcher","2016-01-19","Awfully Nice Studios","Awfully Nice Studios",939,92,67,67,5.59,1031
350770,"Giana Sisters 2D","2015-10-23","Kasaa Solution","HandyGames;Black Forest Games",84,42,0,0,5.59,126
350780,"MANOS","2015-07-30","FreakZone Games","FreakZone Games",123,30,9,9,2.09,153
350810,"Pixel Puzzles 2: Anime","2015-03-27","DL Softworks","DL Softworks",601,194,257,278,6.99,795
350910,"Streets of Fury EX","2015-06-25","Guard Crush Games","Guard Crush Games",309,17,0,0,6.99,326
350970,"Planet of the Eyes","2015-08-24","Cococucumber","Cococucumber",267,61,0,0,4.99,328
351090,"Regency Solitaire","2015-05-18","Grey Alien Games","Grey Alien Games",377,23,275,275,6.99,400
351100,"Niffelheim","2018-09-26","Ellada Games","Ellada Games",725,191,0,0,14.99,916
351150,"DRAGON: A Game About a Dragon","2015-04-24","Games With Dragons In","IPBuilders",370,163,175,203,1.59,533
351230,"Counter Spell","2015-10-05","Abnormal Software","Abnormal Software",116,14,0,0,6.99,130
351250,"Avalanche 2: Super Avalanche","2015-06-11","Beast Games","Midnight City",166,26,508,508,3.99,192
351290,"SURVIVAL","2015-04-16","TB Games","TB Games",3931,3694,46,46,5.79,7625
351300,"Ceres","2015-10-16","Jötunn Games","Iceberg Interactive",68,56,0,0,14.99,124
351340,"Belladonna","2015-02-27","Neckbolt","Black Shell Media",424,149,401,401,5.19,573
351470,"Sometimes: Success Requires Sacrifice","2015-02-27","NodziGames","NodziGames",420,143,232,293,0.79,563
351480,"Age of Fear: The Undead King","2015-06-26","Leslaw Sliwko","Age of Fear",278,21,0,0,14.99,299
351490,"Intergalactic Bubbles","2015-05-29","Hellscape Games","Hellscape Games",909,213,443,621,0.79,1122
351510,"Quiplash","2015-06-30","Jackbox Games, Inc.","Jackbox Games, Inc.",359,45,0,0,6.99,404
351700,"UnReal World","2016-02-26","Sami Maaranen (creator);Erkka Lehmus (co-designer)","Enormous Elk",544,25,0,0,7.99,569
351710,"Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2","2015-05-29","Idea Factory;Compile Heart;Felistella","Idea Factory;Idea Factory International",2323,198,81,81,19.49,2521
351730,"On My Own","2016-02-26","Chad Close;Kyle Weik","Close Studios;Beach Interactive",79,47,0,0,3.99,126
351860,"Cultures - Northland","2015-03-26","Funatics Software","Daedalic Entertainment",231,47,0,0,3.99,278
351870,"Cultures - 8th Wonder of the World","2015-03-26","Funatics Software","Daedalic Entertainment",144,42,0,0,3.99,186
351910,"Valhalla Hills","2015-12-02","Funatics Software","Daedalic Entertainment",447,407,126,126,11.49,854
351920,"Crazy Machines 3","2016-10-18","Fakt Software","Daedalic Entertainment",3158,130,118,173,7.99,3288
351970,"Tales of Zestiria","2015-10-19","BANDAI NAMCO Studio Inc.","BANDAI NAMCO Entertainment",5300,972,1445,1495,39.99,6272
351990,"Riff Racer - Race Your Music!","2016-05-12","FOAM Entertainment","FOAM Entertainment",1281,236,146,146,6.99,1517
352010,"Beach Bounce","2015-08-14","Straywire","Dharker Studio",209,101,441,441,7.19,310
352070,"Fort Meow","2015-06-24","Upper Class Walrus","Upper Class Walrus",158,12,73,73,5.79,170
352140,"Finders","2015-04-09","Alawar Entertainment;Amegami","Buka Entertainment",88,29,0,0,4.79,117
352220,"King of Dragon Pass","2015-07-28","A Sharp, LLC","HeroCraft",214,57,0,0,8.99,271
352240,"The Westport Independent","2016-01-21","Double Zero One Zero","Coffee Stain Publishing",85,52,0,0,3.99,137
352400,"LEGO® Jurassic World","2015-06-11","TT Games Ltd;Feral Interactive (Mac)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",2558,431,502,619,15.99,2989
352430,"Farlight Explorers","2019-02-01","Farlight Games Industry","Farlight Games Industry",114,64,0,0,10.99,178
352460,"Dead Realm","2017-05-23","Section Studios","3BLACKDOT",3057,1601,114,131,10.99,4658
352520,"The Silent Age","2015-05-29","House On Fire","Meridian4",4700,320,11,11,6.99,5020
352550,"Urban Empire","2017-01-20","Reborn Games","Kalypso Media Digital",772,1439,0,0,22.99,2211
352610,"The Way We All Go","2015-03-24","ebi-hime","ebi-hime",107,12,411,411,4.79,119
352720,"The Universim","2018-08-28","Crytivo","Crytivo",1539,505,0,0,22.99,2044
352780,"An Octave Higher","2015-03-27","Kidalang","AGM PLAYISM",198,29,0,0,8.99,227
352890,"Caravan","2016-09-30","it Matters Games","Daedalic Entertainment",279,100,111,217,6.99,379
352950,"Better Late Than DEAD","2016-03-03","Odin Game Studio","Excalibur Publishing",252,595,0,0,3.99,847
352960,"Star Horizon","2015-05-28","Orbital Knight","Orbital Knight",72,53,43,43,3.99,125
353070,"Ghost Encounters: Deadwood - Collector's Edition","2015-03-13","Anarchy Enterprises","Anarchy Enterprises",60,64,456,456,3.99,124
353090,"Chicken Invaders 5","2015-03-13","InterAction studios","InterAction studios",435,16,0,0,3.99,451
353190,"Bombshell","2016-01-29","Slipgate Ironworks™","3D Realms",182,113,0,0,29.99,295
353270,"Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀","2015-10-30","Idea Factory;Compile Heart;Felistella","Idea Factory;Idea Factory International",2590,120,180,180,19.49,2710
353330,"Love at First Sight","2015-05-18","Creepy Cute","Sekai Project",815,41,0,0,6.99,856
353540,"Stephen's Sausage Roll","2016-04-17","increpare games","increpare games",557,28,0,0,22.99,585
353550,"House of Caravan","2015-04-16","Rosebud Games","Rosebud Games",399,186,161,237,1.59,585
353560,"Plug & Play","2015-03-05","Mario von Rickenbach;Michael Frei","Etter Studio",3065,588,18,19,1.99,3653
353630,"Oil Enterprise","2016-04-20","Crafty Studios","astragon Entertainment",78,70,0,0,17.99,148
353640,"Train Valley","2015-09-16","Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy","Flazm",1617,204,80,119,6.99,1821
353700,"The Deadly Tower of Monsters","2016-01-19","ACE Team","SEGA",912,122,290,329,10.99,1034
354140,"Five Nights at Freddy's 3","2015-03-02","Scott Cawthon","Scott Cawthon",4917,678,133,146,5.79,5595
354160,"WRC 5 FIA World Rally Championship","2015-10-08","KT Racing","Bigben Interactive;Plug In Digital",239,215,0,0,29.99,454
354240,"Please, Don’t Touch Anything","2015-03-26","Four Quarters","ForwardXP",2493,393,254,241,3.99,2886
354380,"Assassin’s Creed® Chronicles: China","2015-04-21","Climax Studios","Ubisoft Entertainment",1547,570,72,101,8.59,2117
354400,"Tadpole Treble","2016-09-02","BitFinity","BitFinity, Sunken Treasure Games",233,9,0,0,3.99,242
354430,"STAR WARS™ - X-Wing Special Edition","2015-04-28","Lucasfim","LucasArts;Lucasfim;Disney Interactive",131,48,0,0,7.19,179
354560,"We Are Legion","2015-08-07","Pwnee Studios","Pwnee Studios",48,73,0,0,6.99,121
354620,"Miner Warfare","2015-06-11","Heartbit Interactive","Heartbit Interactive",103,22,0,0,1.99,125
354680,"Adventures of Bertram Fiddle: Episode 1: A Dreadly Business","2015-04-02","Rumpus","Deck13 ",316,46,0,0,4.99,362
354860,"The Adventures of Tree","2016-03-01","NinjaISV;TigerNDV","Tiger Studios",303,95,290,290,3.99,398
355050,"Sky Force Anniversary","2015-04-29","Infinite Dreams","Infinite Dreams",1022,99,0,0,6.99,1121
355060,"Sébastien Loeb Rally EVO","2016-01-29","Milestone S.r.l.","Milestone S.r.l.",272,269,0,0,14.99,541
355130,"MotoGP™15","2015-06-23","Milestone S.r.l.","Milestone S.r.l.",323,115,0,0,14.99,438
355240,"NEO AQUARIUM - The King of Crustaceans -","2015-06-08","Nussoft","AGM PLAYISM",174,45,42,42,5.99,219
355250,"STAR WARS™: TIE Fighter Special Edition","2015-04-28","Totally Games","LucasArts;Lucasfilm;Disney Interactive",204,72,0,0,7.19,276
355270,"199X","2015-03-10","Evan Tognotti","Evan Tognotti",181,38,0,0,1.59,219
355400,"Diesel Guns","2016-09-22","LLC Intenzibne","LLC Intenzibne",145,48,0,0,5.79,193
355410,"Radium","2015-03-13","Lukas Jaeckel","Develobster",120,26,241,244,1.99,146
355520,"The Albino Hunter","2015-03-11","Cherry Co. Studios","Cherry Co. Studios",238,79,80,109,3.99,317
355530,"Last Word","2015-05-08","Twelve Tiles","Degica",262,50,0,0,6.99,312
355630,"Leo’s Fortune - HD Edition","2015-09-08","1337 & Senri AB","Tilting Point",196,18,0,0,4.99,214
355760,"Drizzlepath","2015-03-12","Tonguç Bodur","Tonguç Bodur",243,208,0,0,1.99,451
355790,"Styx: Shards of Darkness","2017-03-14","Cyanide Studio","Focus Home Interactive",1532,388,78,104,34.99,1920
355800,"Space Run Galaxy","2016-06-17","Passtech Games","Focus Home Interactive",478,269,666,666,14.99,747
355860,"Albino Lullaby: Episode 1","2015-09-14","Ape Law","Ape Law",243,79,0,0,7.19,322
355920,"Pixel Puzzles 2: Space","2016-02-19","DL Softworks","DL Softworks",211,27,280,315,6.99,238
355970,"Home is Where One Starts...","2015-05-12","David Wehle","David Wehle",339,112,0,0,1.99,451
355980,"Dungeon Warfare","2015-11-04","Valsar","Valsar",990,37,604,770,6.99,1027
